Index,Date,pressure,temperatureMin,temperatureLow,temperatureMax,temperatureHigh,cloudCover,windSpeed,precipProbability,windGust,windBearing,uvIndex,precipIntensityMax,precipIntensity,ozone,visibility,moonPhase,class
184,9/16/2019,1004.6,78.98,78.41,93.26,93.26,0.9,6.32,0.92,13.77,177,6,0.139,0.0243,261.2,9.63,0.57,1
185,9/16/2019,1004.8,79.49,78.95,92.93,92.93,0.87,6.44,0.91,14.37,179,7,0.1387,0.0231,261.3,9.65,0.57,0
186,9/16/2019,1005.2,79.36,78.64,93.12,93.12,0.85,6.48,0.9,13.76,179,7,0.1361,0.0203,261.3,9.657,0.57,1
187,9/16/2019,1004.7,79.79,78.21,92.81,92.81,0.87,6.34,0.91,12.62,176,7,0.1396,0.0197,261.2,9.569,0.57,1
188,9/16/2019,1004.6,80.07,78.41,92.74,92.74,0.89,6.21,0.91,12.32,170,6,0.1356,0.0188,261.2,9.5,0.57,1
189,9/17/2019,1006.5,78.74,78.07,94.26,94.26,0.72,5.03,0.71,8.45,156,6,0.0548,0.0046,264,10,0.61,1
190,9/17/2019,1006.5,77.84,78,94.25,94.25,0.7,4.86,0.76,8.48,155,6,0.0582,0.0057,264,10,0.61,1
191,9/17/2019,1006.5,78.7,78.08,94.3,94.3,0.72,5.02,0.74,8.44,156,6,0.0585,0.0049,264,10,0.61,1
192,9/17/2019,1006.4,78.45,77.68,94.54,94.54,0.71,5,0.76,8.47,156,6,0.0636,0.0051,264,10,0.61,1
193,9/17/2019,1006.3,77.44,77.61,94.46,94.46,0.69,4.85,0.76,8.5,155,7,0.0569,0.0059,264,10,0.61,1
194,9/17/2019,1006.3,78.95,78.27,94.07,94.07,0.72,5.02,0.75,8.45,156,6,0.0606,0.0049,264,10,0.61,1
195,9/17/2019,1006.5,77.95,77.99,94.44,94.44,0.73,4.92,0.73,8.42,155,6,0.055,0.0048,264,10,0.61,1
196,9/17/2019,1006.3,78.75,78.68,94.05,94.05,0.72,4.85,0.77,8.46,151,6,0.0477,0.0072,264,10,0.61,1
197,9/17/2019,1006.3,77.95,79.04,93.86,93.86,0.69,4.67,0.78,8.52,145,7,0.036,0.009,264.1,10,0.61,0
198,9/18/2019,1008.5,77.94,79.23,93.81,93.81,0.26,3.47,0.38,9.23,108,11,0.0294,0.0036,262.1,10,0.64,1
199,9/18/2019,1008.5,78,79.2,93.82,93.82,0.27,3.4,0.36,8.68,104,11,0.0322,0.0036,262.2,10,0.64,1
200,9/18/2019,1008.5,78.08,79.22,93.8,93.8,0.27,3.48,0.43,9.21,104,11,0.0312,0.0037,262,10,0.64,1
201,9/18/2019,1008.5,77.68,78.97,94.09,94.09,0.29,3.42,0.42,9.36,103,11,0.0354,0.004,262,10,0.64,1
202,9/18/2019,1008.4,77.71,78.9,94.04,94.04,0.27,3.38,0.38,8.46,98,11,0.0325,0.0036,262,10,0.64,1
203,9/18/2019,1008.4,78.27,79.46,93.63,93.63,0.28,3.46,0.42,9.28,104,11,0.0329,0.0038,262,10,0.64,0
204,9/18/2019,1008.5,77.99,79.27,93.81,93.81,0.26,3.52,0.39,9.04,107,11,0.028,0.0035,262.2,10,0.64,0
205,9/18/2019,1008.4,78.68,79.61,93.63,93.63,0.26,3.6,0.39,7.46,98,11,0.0242,0.0028,262.1,10,0.64,1
206,9/18/2019,1008.4,79.04,79.74,93.51,93.51,0.26,3.66,0.29,6.2,92,10,0.0191,0.0022,262.3,10,0.64,1
207,9/19/2019,1008.9,79.23,79.37,96.31,96.31,0.17,2.93,0.08,7.8,288,11,0.0011,0.0003,261.5,10,0.67,1
208,9/19/2019,1008.8,79.21,79.39,96.43,96.43,0.17,2.93,0.07,7.39,290,11,0.0018,0.0004,261.6,10,0.67,1
209,9/19/2019,1008.9,79.22,79.37,96.39,96.39,0.17,2.95,0.07,7.86,289,11,0.0009,0.0002,261.5,10,0.67,1
210,9/19/2019,1008.8,78.96,79.26,96.68,96.68,0.17,2.91,0.07,7.57,289,11,0.001,0.0002,261.5,10,0.67,1
211,9/19/2019,1008.7,78.9,79.19,96.63,96.63,0.17,2.94,0.08,7.04,289,11,0.0032,0.0005,261.6,10,0.67,0
212,9/19/2019,1008.8,79.45,79.71,96.19,96.19,0.17,2.9,0.07,7.76,290,11,0.0009,0.0002,261.6,10,0.67,0
213,9/19/2019,1008.9,79.27,79.43,96.45,96.45,0.18,2.87,0.07,8.12,291,11,0.0011,0.0002,261.6,10,0.67,1
214,9/19/2019,1008.7,79.61,79.86,96.41,96.41,0.2,2.87,0.08,7.64,296,11,0.0027,0.0005,261.6,10,0.67,1
215,9/19/2019,1008.7,79.75,79.93,96.44,96.44,0.24,2.89,0.11,6.73,300,10,0.0073,0.0009,261.7,9.966,0.67,0
216,9/20/2019,1008,79.37,79.38,95,95,0.61,3.39,0.21,10.3,286,6,0.0056,0.0009,261.4,10,0.7,1
217,9/20/2019,1008,79.39,79.42,95.19,95.19,0.57,3.38,0.2,9.74,299,6,0.0054,0.0008,261.3,10,0.7,1
218,9/20/2019,1008.1,79.37,79.35,95.05,95.05,0.61,3.34,0.19,10.13,299,6,0.0053,0.0008,261.3,10,0.7,1
219,9/20/2019,1008.1,79.26,79.13,95.41,95.41,0.58,3.37,0.19,10.1,300,6,0.0055,0.0007,261.3,10,0.7,1
220,9/20/2019,1007.9,79.19,79.14,95.48,95.48,0.54,3.39,0.21,9.63,298,7,0.0057,0.0009,261.3,10,0.7,1
221,9/20/2019,1007.9,79.71,79.63,94.91,94.91,0.6,3.35,0.19,10.11,299,6,0.0054,0.0007,261.3,10,0.7,0
222,9/20/2019,1008.1,79.43,79.37,95.05,95.05,0.62,3.32,0.19,10.12,300,6,0.0052,0.0007,261.3,10,0.7,1
223,9/20/2019,1007.8,79.86,79.88,95.04,95.04,0.57,3.46,0.2,9.12,293,6,0.0047,0.0008,261.4,10,0.7,1
224,9/20/2019,1007.8,79.93,80.06,95.13,95.13,0.51,3.57,0.22,8.28,295,7,0.0049,0.0011,261.3,10,0.7,1
225,9/21/2019,1007.3,79.33,78.97,92.27,92.27,0.69,4.66,0.53,8.01,173,10,0.0774,0.0098,260.5,9.9,0.73,1
226,9/21/2019,1007.3,79.45,79.06,92.51,92.51,0.64,4.58,0.45,7.87,183,11,0.0604,0.0082,260.6,9.951,0.73,1
227,9/21/2019,1007.3,79.39,78.99,92.33,92.33,0.68,4.71,0.51,8.09,172,11,0.0775,0.0096,260.5,9.891,0.73,1
228,9/21/2019,1007.3,79.16,78.77,92.61,92.61,0.67,4.64,0.45,8.18,183,11,0.0645,0.008,260.6,9.939,0.73,1
229,9/21/2019,1007,79.14,78.75,92.67,92.67,0.62,4.46,0.42,7.73,194,10,0.0486,0.0073,260.6,9.998,0.73,1
230,9/21/2019,1007,79.63,79.24,92.38,92.38,0.68,4.64,0.48,8.13,177,11,0.0728,0.009,260.5,9.908,0.73,0
231,9/21/2019,1007.3,79.37,78.98,92.33,92.33,0.69,4.72,0.54,8.02,167,11,0.0889,0.011,260.5,9.841,0.73,1
232,9/21/2019,1007,79.88,79.41,92.7,92.7,0.63,4.58,0.5,7.4,175,10,0.0724,0.0099,260.6,9.847,0.73,0
233,9/21/2019,1007,80.06,79.66,93.17,93.17,0.55,4.3,0.46,6.62,228,10,0.0448,0.0083,260.7,9.87,0.73,1
234,9/22/2019,1008.9,78.97,76.44,92.28,92.28,0.97,4.49,0.65,8.02,120,6,0.0258,0.0056,264.7,9.971,0.77,1
235,9/22/2019,1008.8,79.06,76.64,91.82,91.82,0.96,4.39,0.66,7.97,119,6,0.0234,0.0062,264.6,10,0.77,1
236,9/22/2019,1008.9,78.99,76.55,92.2,92.2,0.97,4.48,0.65,8.05,119,6,0.0266,0.0058,264.6,9.96,0.77,1
237,9/22/2019,1008.8,78.77,76.18,92.21,92.21,0.97,4.44,0.65,7.91,120,6,0.0226,0.0059,264.6,9.994,0.77,1
238,9/22/2019,1008.4,78.75,76.21,91.83,91.83,0.96,4.35,0.66,7.88,120,6,0.0274,0.0063,264.5,10,0.77,0
239,9/22/2019,1008.5,79.24,76.83,91.96,91.96,0.97,4.46,0.65,8,119,6,0.0252,0.0058,264.6,9.971,0.77,0
240,9/22/2019,1008.9,78.98,76.46,92.5,92.5,0.97,4.51,0.65,8.18,119,6,0.0302,0.0058,264.6,9.928,0.77,1
241,9/22/2019,1008.4,79.41,77.23,91.79,91.79,0.94,4.33,0.66,8.28,116,6,0.0247,0.0067,264.5,9.905,0.77,0
242,9/22/2019,1008.4,79.66,77.58,90.85,90.85,0.89,4.07,0.67,8.25,117,6,0.0335,0.0075,264.4,9.863,0.77,1
243,9/23/2019,1011.3,76.36,76.4,89.92,89.92,0.92,5.6,0.77,9.52,107,5,0.042,0.0079,265.7,10,0.8,1
244,9/23/2019,1011.3,76.64,76.52,89.42,89.42,0.93,5.63,0.8,9.49,107,5,0.0253,0.0042,265.6,10,0.8,1
245,9/23/2019,1011.3,76.55,76.39,89.79,89.79,0.92,5.6,0.8,9.63,109,5,0.0262,0.0058,265.6,10,0.8,1
246,9/23/2019,1011.3,76.18,76.26,90.01,90.01,0.93,5.6,0.8,9.79,108,5,0.0271,0.004,265.6,10,0.8,1
247,9/23/2019,1010.9,76.21,76.33,89.47,89.47,0.93,5.64,0.8,9.4,106,5,0.0264,0.0044,265.5,10,0.8,1
248,9/23/2019,1010.9,76.7,76.67,89.65,89.65,0.93,5.6,0.76,9.7,107,5,0.0213,0.0046,265.6,10,0.8,0
249,9/23/2019,1011.3,76.52,76.35,89.84,89.84,0.92,5.6,0.8,9.48,109,5,0.0309,0.0066,265.7,10,0.8,1
250,9/23/2019,1010.9,77.16,76.9,88.58,88.58,0.91,5.78,0.76,8.97,107,5,0.0148,0.0039,265.5,10,0.8,0
251,9/23/2019,1010.9,77.65,77.39,88.39,88.39,0.89,5.99,0.79,8.88,107,6,0.018,0.0047,265.4,9.869,0.8,0
252,9/24/2019,1012.4,76.4,74.74,83.73,83.73,0.99,6.93,0.89,16.77,120,5,0.1414,0.0319,265.5,10,0.84,1
253,9/24/2019,1012.4,76.42,74.88,83.74,83.74,0.98,6.87,0.89,16.81,122,5,0.1362,0.0343,265.5,10,0.84,1
254,9/24/2019,1012.4,76.39,74.77,83.71,83.71,0.99,6.8,0.9,16.78,119,5,0.1409,0.0311,265.5,10,0.84,1
255,9/24/2019,1012.4,76.26,74.63,83.03,83.03,0.99,6.89,0.89,16.95,121,5,0.1441,0.0306,265.5,10,0.84,1
256,9/24/2019,1012,76.33,74.67,82.98,82.98,0.98,6.78,0.9,16.86,122,5,0.1337,0.0366,265.5,10,0.84,1
257,9/24/2019,1012.1,76.67,75.04,83.28,83.28,0.99,6.8,0.9,16.85,119,5,0.1421,0.0309,265.5,10,0.84,0
258,9/24/2019,1012.4,76.35,74.74,83.75,83.75,0.99,6.92,0.89,16.61,120,5,0.138,0.0309,265.5,10,0.84,1
259,9/24/2019,1012,76.9,75.2,83.17,83.17,0.97,6.72,0.89,16.37,120,5,0.1354,0.0399,265.5,10,0.84,1
260,9/24/2019,1012,76.81,75.13,84.63,84.63,0.94,6.73,0.9,16.18,122,6,0.1878,0.05,265.6,9.985,0.84,1
261,9/27/2019,1014.3,73.77,74.69,87.73,87.73,0.97,6.05,0.38,12.38,322,5,0.0083,0.0015,269.6,10,0.95,1
262,9/27/2019,1014.3,73.75,74.77,87.27,87.27,0.97,5.95,0.38,12.23,321,5,0.008,0.0015,269.5,10,0.95,1
263,9/27/2019,1014.3,73.73,74.66,87.59,87.59,0.97,6.03,0.39,12.35,322,5,0.0083,0.0015,269.6,9.999,0.95,1
264,9/27/2019,1014.3,73.21,74.44,87.31,87.31,0.98,6.01,0.37,12.22,322,5,0.0069,0.0014,269.5,10,0.95,1
265,9/27/2019,1014.1,73.26,74.51,87.06,87.06,0.97,5.93,0.37,12.1,320,5,0.0093,0.0016,269.5,10,0.95,1
266,9/27/2019,1014.1,73.89,74.91,87.26,87.26,0.97,6.02,0.38,12.3,322,5,0.0078,0.0015,269.6,10,0.95,0
267,9/27/2019,1014.3,73.76,74.65,87.95,87.95,0.97,6.03,0.4,12.47,322,5,0.0095,0.0016,269.7,9.972,0.95,1
268,9/27/2019,1014.1,74.27,75.36,87.53,87.53,0.93,5.78,0.4,12.58,315,6,0.0088,0.0018,269.7,9.964,0.95,1
269,9/27/2019,1014.1,74.84,75.86,87.7,87.7,0.88,5.46,0.38,12.49,306,6,0.0131,0.002,269.6,9.971,0.95,0
270,9/28/2019,1013,74.69,73.51,86.62,86.62,0.99,4.31,0.83,10.19,14,5,0.0183,0.0044,262.3,9.502,0.99,1
271,9/28/2019,1013,74.77,73.44,86.44,86.44,0.98,4.25,0.81,10.54,11,5,0.0146,0.0038,262.3,9.611,0.99,1
272,9/28/2019,1013,74.66,73.45,86.55,86.55,0.99,4.29,0.83,10.17,15,5,0.0179,0.0043,262.3,9.481,0.99,1
273,9/28/2019,1013,74.44,72.86,86.33,86.33,0.99,4.3,0.82,10.37,12,5,0.0156,0.0039,262.3,9.532,0.99,1
274,9/28/2019,1012.6,74.51,72.9,86.1,86.1,0.98,4.23,0.8,10.79,9,5,0.0126,0.0035,262.3,9.708,0.99,0
275,9/28/2019,1012.6,74.91,73.57,86.23,86.23,0.99,4.3,0.82,10.24,14,5,0.017,0.0042,262.3,9.497,0.99,0
276,9/28/2019,1013,74.65,73.58,86.61,86.61,0.99,4.29,0.83,10.04,17,5,0.0196,0.0046,262.3,9.431,0.99,0
277,9/28/2019,1012.6,75.36,74.23,85.79,85.79,0.96,4.13,0.82,10.51,10,5,0.0157,0.0041,262.4,9.554,0.99,1
278,9/28/2019,1012.6,75.89,74.82,85.19,85.19,0.91,3.85,0.78,11.23,0,6,0.0105,0.0033,262.3,9.43,0.99,1
279,9/29/2019,1013.7,73.51,73.22,77.76,77.27,0.97,4.65,0.99,12.4,20,5,0.1029,0.035,255.7,8.857,0.03,1
280,9/29/2019,1013.7,73.44,73.23,77.82,77.37,0.96,4.58,0.99,12.47,22,5,0.0992,0.0357,255.8,8.793,0.03,1
281,9/29/2019,1013.7,73.45,73.24,77.76,77.23,0.96,4.61,0.99,12.48,19,5,0.1013,0.0349,255.8,8.883,0.03,1
282,9/29/2019,1013.7,72.86,72.63,78.01,77.08,0.97,4.57,0.99,12.43,20,5,0.0965,0.035,255.7,8.845,0.03,1
283,9/29/2019,1013.3,72.88,72.92,77.98,77.35,0.96,4.54,0.99,12.4,23,5,0.0974,0.0363,255.8,8.755,0.03,1
284,9/29/2019,1013.3,73.57,73.39,78.33,77.35,0.96,4.6,0.99,12.46,19,5,0.0994,0.0349,255.7,8.871,0.03,1
285,9/29/2019,1013.7,73.58,73.38,77.82,77.37,0.96,4.64,0.99,12.6,18,5,0.1051,0.0348,255.8,8.912,0.03,1
286,9/29/2019,1013.3,74.23,74.12,78.77,78.15,0.93,4.61,0.99,12.71,23,5,0.1089,0.0366,255.8,8.483,0.03,1
287,9/29/2019,1013.3,74.85,74.7,79.71,79.71,0.91,4.6,0.99,12.66,33,6,0.1133,0.0389,255.8,7.897,0.03,0
288,9/30/2019,1010.5,73.22,74.28,87.93,87.93,0.97,5.08,0.98,12.61,165,5,0.1507,0.0326,255.7,8.658,0.07,1
289,9/30/2019,1010.5,73.23,74.3,87.66,87.66,0.97,5.05,0.98,12.01,163,5,0.1734,0.0362,255.7,8.412,0.07,1
290,9/30/2019,1010.5,73.24,74.27,87.84,87.84,0.97,5.07,0.98,12.62,165,5,0.1568,0.0333,255.7,8.596,0.07,1
291,9/30/2019,1010.5,72.63,73.91,87.93,87.93,0.98,5.08,0.98,12.58,165,5,0.1797,0.0366,255.7,8.414,0.07,1
292,9/30/2019,1010.1,72.66,73.92,87.67,87.67,0.97,5.05,0.98,11.66,162,5,0.1845,0.0382,255.7,8.292,0.07,0
293,9/30/2019,1010.2,73.39,74.47,87.71,87.71,0.97,5.07,0.98,12.62,165,5,0.1657,0.0346,255.7,8.529,0.07,1
294,9/30/2019,1010.7,73.94,74.31,88.01,88.01,0.96,4.78,0.97,12.64,163,6,0.1386,0.0279,255.7,8.645,0.07,1
295,9/30/2019,1010.1,74.12,74.84,87.02,87.02,0.94,5,0.98,11.35,158,6,0.1366,0.0312,255.7,8.401,0.07,0
296,9/30/2019,1010.3,74.82,75.29,86.11,86.11,0.9,4.86,0.98,9.75,149,6,0.1424,0.0312,255.7,7.237,0.07,1
297,10/1/2019,1009,74.28,73.91,83.23,83.23,0.85,4.91,0.99,18.64,178,6,0.0729,0.0275,267.1,9.149,0.11,1
298,10/1/2019,1008.9,74.3,74.17,83.22,83.22,0.84,4.82,0.99,18.82,177,6,0.0756,0.027,267.3,9.137,0.11,1
299,10/1/2019,1009,74.27,73.99,83.15,83.15,0.85,4.75,0.99,18.64,177,6,0.074,0.0274,267.2,9.121,0.11,1
300,10/1/2019,1008.9,73.91,73.48,83.09,83.09,0.84,4.95,0.99,18.82,179,6,0.0745,0.0265,267.2,9.117,0.11,1
301,10/1/2019,1008.4,73.92,73.64,83.19,83.19,0.83,5.02,0.99,18.98,178,6,0.0755,0.0266,267.3,9.182,0.11,1
302,10/1/2019,1008.4,74.47,74.14,82.82,82.82,0.84,4.77,0.99,18.7,178,6,0.0746,0.0272,267.2,9.118,0.11,1
303,10/1/2019,1009,74.31,73.91,83.23,83.23,0.85,4.82,0.99,18.48,177,6,0.0713,0.0274,267,9.12,0.11,1
304,10/1/2019,1008.4,74.84,74.69,83,83,0.83,4.79,0.99,18.51,171,6,0.0734,0.0275,267.2,8.958,0.11,0
305,10/1/2019,1008.4,75.29,75.42,83.2,83.2,0.81,5.04,0.99,18.73,167,6,0.0754,0.0276,267.3,8.712,0.11,1
306,10/2/2019,1009.1,73.98,74.95,88.29,88.29,0.6,4.3,0.67,16.95,128,7,0.0346,0.0125,266.4,9.97,0.15,1
307,10/2/2019,1009.1,74.17,74.97,88.18,88.18,0.6,4.38,0.67,16.59,124,7,0.0394,0.013,266.3,9.901,0.15,1
308,10/2/2019,1009.1,73.99,74.94,88.25,88.25,0.6,4.28,0.67,16.97,128,7,0.0345,0.0125,266.4,9.979,0.15,1
309,10/2/2019,1009.1,73.54,74.46,88.28,88.28,0.59,4.3,0.67,16.66,124,7,0.0419,0.0127,266.4,9.935,0.15,1
310,10/2/2019,1008.6,73.64,74.4,88.16,88.16,0.59,4.35,0.68,16.26,125,7,0.0425,0.0132,266.3,9.787,0.15,1
311,10/2/2019,1008.7,74.14,75.09,88.04,88.04,0.59,4.29,0.67,16.85,126,7,0.037,0.0126,266.4,9.964,0.15,0
312,10/2/2019,1009.1,73.91,74.89,88.37,88.37,0.6,4.19,0.67,17.26,133,7,0.0322,0.0123,266.4,10,0.15,1
313,10/2/2019,1008.7,74.69,75.35,88.27,88.27,0.63,4.64,0.68,17.13,134,7,0.0349,0.0131,266.2,9.912,0.15,1
314,10/2/2019,1008.6,75.42,75.68,88.29,88.29,0.66,5.17,0.7,16.55,143,7,0.0392,0.0141,266,8.893,0.15,1
315,10/3/2019,1009.1,74.87,76.64,88.72,88.72,0.51,4.35,0.47,9.75,156,8,0.0167,0.0035,260.4,10,0.18,1
316,10/3/2019,1009.1,74.9,76.65,88.72,88.72,0.5,4.26,0.44,9.76,155,8,0.0139,0.003,260.4,10,0.18,1
317,10/3/2019,1009.1,74.94,76.65,88.74,88.74,0.51,4.43,0.46,9.88,155,8,0.0162,0.0033,260.5,10,0.18,1
318,10/3/2019,1009.1,74.46,76.45,88.77,88.77,0.5,4.39,0.44,9.98,155,8,0.0149,0.0029,260.4,10,0.18,1
319,10/3/2019,1008.8,74.4,76.35,88.78,88.78,0.5,4.23,0.43,9.67,153,8,0.0129,0.0028,260.3,10,0.18,1
320,10/3/2019,1008.8,75.02,76.93,88.58,88.58,0.5,4.31,0.45,9.92,157,8,0.0157,0.0031,260.4,10,0.18,0
321,10/3/2019,1009.1,74.97,76.71,88.91,88.91,0.51,4.45,0.48,9.83,155,8,0.0172,0.0036,260.5,10,0.18,0
322,10/3/2019,1008.7,75.35,77.12,88.72,88.72,0.52,4.32,0.48,9.4,149,8,0.0138,0.0037,260.4,10,0.18,1
323,10/3/2019,1008.7,75.68,77.31,88.56,88.56,0.53,4.16,0.48,8.94,138,8,0.0109,0.0037,260.4,9.934,0.18,1
324,10/4/2019,1008.8,76.64,77,91.3,91.3,0.66,3.98,0.66,6.5,198,6,0.0417,0.0114,266.9,10,0.22,1
325,10/4/2019,1008.8,76.65,77,91.44,91.44,0.62,3.84,0.63,6.37,201,7,0.0333,0.0094,267,10,0.22,1
326,10/4/2019,1008.8,76.65,76.99,91.31,91.31,0.66,3.85,0.64,6.51,199,6,0.0423,0.0111,267,10,0.22,1
327,10/4/2019,1008.8,76.45,76.8,91.66,91.66,0.63,3.9,0.64,6.51,201,7,0.0364,0.01,267,10,0.22,1
328,10/4/2019,1008.4,76.35,76.71,91.78,91.78,0.6,3.8,0.61,6.37,202,7,0.0293,0.0085,267.1,10,0.22,0
329,10/4/2019,1008.4,76.93,77.28,91.28,91.28,0.65,3.92,0.65,6.47,200,7,0.0391,0.0107,267,10,0.22,0
330,10/4/2019,1008.8,76.71,77.03,91.36,91.36,0.68,3.96,0.66,6.6,198,6,0.0433,0.0119,267,10,0.22,1
331,10/4/2019,1008.4,77.12,77.41,91.69,91.69,0.64,3.84,0.62,6.45,205,6,0.0335,0.0098,267.1,10,0.22,1
332,10/4/2019,1008.4,77.31,77.57,92.11,92.11,0.57,3.77,0.57,6.21,218,7,0.0212,0.0071,267.3,9.853,0.22,0
333,10/5/2019,1008.7,77,77.39,91.57,91.57,0.44,4.5,0.36,7.39,191,7,0.0572,0.0047,271.2,9.964,0.25,1
334,10/5/2019,1008.6,77,77.44,91.6,91.6,0.44,4.46,0.34,7.36,191,7,0.0442,0.0041,271.3,9.991,0.25,1
335,10/5/2019,1008.7,76.99,77.41,91.56,91.56,0.45,4.49,0.36,7.37,192,7,0.0559,0.0046,271.2,9.963,0.25,1
336,10/5/2019,1008.6,76.8,77.2,91.9,91.9,0.45,4.47,0.34,7.36,193,7,0.0469,0.004,271.3,9.987,0.25,1
337,10/5/2019,1008.3,76.71,77.13,91.92,91.92,0.43,4.44,0.32,7.37,191,7,0.0369,0.0037,271.4,10,0.25,0
338,10/5/2019,1008.4,77.28,77.68,91.49,91.49,0.45,4.48,0.35,7.37,192,7,0.0526,0.0044,271.2,9.971,0.25,0
339,10/5/2019,1008.7,77.03,77.44,91.63,91.63,0.45,4.5,0.38,7.37,190,7,0.0635,0.0051,271.1,9.942,0.25,1
340,10/5/2019,1008.3,77.41,77.8,91.65,91.65,0.45,4.49,0.46,7.36,185,7,0.0646,0.0078,271.3,9.759,0.25,1
341,10/5/2019,1008.3,77.57,77.92,92.07,92.07,0.43,4.55,0.34,7.43,174,7,0.0332,0.0048,271.5,9.912,0.25,0
342,10/6/2019,1009.3,77.39,76.62,90.02,90.02,0.79,5.09,0.53,10.87,183,7,0.0447,0.0086,267.5,9.978,0.28,1
343,10/6/2019,1009.2,77.44,76.65,90.08,90.08,0.78,4.94,0.53,11.11,184,7,0.0388,0.0087,267.5,10,0.28,1
344,10/6/2019,1009.3,77.41,76.63,90.04,90.04,0.79,5.04,0.54,11.05,184,7,0.0458,0.0089,267.5,9.968,0.28,1
345,10/6/2019,1009.2,77.2,76.39,90.06,90.06,0.78,4.96,0.55,10.02,186,7,0.0415,0.0093,267.5,10,0.28,1
346,10/6/2019,1008.9,77.13,76.34,90.06,90.06,0.78,4.84,0.54,9.55,185,7,0.042,0.0085,267.5,10,0.28,1
347,10/6/2019,1008.9,77.68,76.88,90.15,90.15,0.79,5.03,0.54,11.32,185,7,0.0433,0.009,267.5,9.98,0.28,0
348,10/6/2019,1009.3,77.44,76.68,90.12,90.12,0.8,4.98,0.55,9.16,181,7,0.0521,0.009,267.4,9.937,0.28,1
349,10/6/2019,1008.9,77.8,77.15,90.05,90.05,0.79,4.77,0.54,9.66,175,7,0.0423,0.0082,267.5,9.937,0.28,1
350,10/6/2019,1008.8,77.92,77.43,89.7,89.7,0.77,4.53,0.52,8.7,168,7,0.0288,0.007,267.5,9.876,0.28,0
351,10/7/2019,1010.4,76.62,75.51,88.75,88.75,0.61,3.36,0.19,7.6,151,6,0.0018,0.0004,267,10,0.31,1
352,10/7/2019,1010.4,76.65,75.56,88.11,88.11,0.61,3.4,0.19,6.69,142,6,0.002,0.0003,267,10,0.31,1
353,10/7/2019,1010.4,76.63,75.53,88.62,88.62,0.61,3.33,0.18,7.68,150,6,0.0016,0.0003,267,10,0.31,1
354,10/7/2019,1010.4,76.39,75.22,88.68,88.68,0.61,3.38,0.18,6.73,144,6,0.0015,0.0003,267,10,0.31,1
355,10/7/2019,1010.3,76.34,75.13,87.95,87.95,0.62,3.43,0.19,6.67,141,6,0.0021,0.0003,267,10,0.31,0
356,10/7/2019,1010.3,76.88,75.76,88.45,88.45,0.61,3.33,0.17,7.67,150,6,0.0016,0.0003,267,10,0.31,1
357,10/7/2019,1010.4,76.68,75.6,88.74,88.74,0.61,3.36,0.19,6.73,145,6,0.0017,0.0003,267,10,0.31,0
358,10/7/2019,1010.3,77.15,75.92,87.35,87.35,0.62,3.4,0.2,6.65,138,6,0.0032,0.0005,267,10,0.31,1
359,10/7/2019,1010.3,77.43,76.03,86.75,86.75,0.63,3.5,0.23,6.54,133,6,0.0044,0.0006,266.9,9.795,0.31,1
360,10/8/2019,1010.9,75.56,74.92,89.61,89.61,0.41,4.18,0.68,7.8,125,9,0.0331,0.0086,264.4,10,0.34,1
361,10/8/2019,1010.9,75.51,75.01,89.38,89.38,0.43,4.24,0.71,7.78,125,9,0.0281,0.0092,264.5,10,0.34,1
362,10/8/2019,1010.9,75.53,74.95,89.54,89.54,0.41,4.16,0.69,7.8,123,9,0.0344,0.0089,264.4,10,0.34,1
363,10/8/2019,1010.9,75.22,74.55,89.66,89.66,0.42,4.18,0.71,7.86,127,9,0.0302,0.0093,264.4,10,0.34,1
364,10/8/2019,1010.4,75.09,74.56,89.56,89.56,0.43,4.25,0.71,7.65,127,9,0.0287,0.0094,264.5,10,0.34,1
365,10/8/2019,1010.4,75.81,75.15,89.36,89.36,0.41,4.19,0.7,7.88,125,9,0.0329,0.0091,264.4,10,0.34,1
366,10/8/2019,1010.9,75.54,74.99,89.75,89.75,0.41,4.18,0.68,8.14,120,9,0.0386,0.0087,264.4,10,0.34,1
367,10/8/2019,1010.4,75.92,75.65,89.41,89.41,0.44,4.47,0.7,8.65,115,9,0.033,0.0084,264.4,10,0.34,1
368,10/8/2019,1010.4,76.03,76.24,89.01,89.01,0.49,4.74,0.7,9.08,112,8,0.0213,0.0079,264.5,9.973,0.34,1
369,10/9/2019,1010.8,74.92,74.42,89.62,89.62,0.77,4.36,0.85,8.62,125,6,0.0947,0.0156,263.6,9.516,0.37,1
370,10/9/2019,1010.8,75.01,74.32,89.65,89.65,0.78,4.44,0.87,8.92,116,6,0.0945,0.0162,263.6,9.477,0.37,1
371,10/9/2019,1010.8,74.95,74.39,89.6,89.6,0.77,4.36,0.86,8.72,123,6,0.0972,0.016,263.6,9.491,0.37,1
372,10/9/2019,1010.8,74.55,74.13,89.71,89.71,0.78,4.38,0.87,9.27,123,6,0.0993,0.0163,263.6,9.473,0.37,1
373,10/9/2019,1010.4,74.56,73.97,89.73,89.73,0.79,4.48,0.88,9.13,113,6,0.0919,0.0161,263.5,9.486,0.37,0
374,10/9/2019,1010.5,75.15,74.63,89.69,89.69,0.78,4.3,0.84,8.93,123,6,0.0981,0.0155,263.7,9.483,0.37,0
375,10/9/2019,1010.8,74.99,74.48,89.69,89.69,0.77,4.34,0.85,8.35,122,6,0.0961,0.016,263.6,9.494,0.37,1
